Symbol	P129
1-Mar	9.93599117
2-Mar	12.5201777
3-Mar	8.053883098
5-Mar	10.01755755
6-Mar	11.48780462
7-Mar	11.48040896
8-Mar	11.25976867
9-Mar	10.02016256
1-Sep	12.11121042
2-Sep	12.02989735
5-Sep	10.6510272
6-Sep	12.04196201
7-Sep	11.50799919
8-Sep	7.189214693
9-Sep	14.21579527
10-Sep	7.464318203
11-Sep	8.916883297
14-Sep	8.070652089
15-Sep	11.73494031
A1BG	7.380418462
AAAS	10.21011192
AACS	8.607140319
AADAT	8.967494412
AAED1	8.588187128
AAGAB	9.997425679
AAK1	11.2103353
AAMP	11.32607587
AAR2	10.45116975
AARS	10.60934355
AARS2	9.617647846
AARSD1	8.74918584
AASDH	8.167415643
AASDHPPT	8.787846533
AATF	11.03539976
AATK	13.16638623
ABAT	9.948088203
ABCA1	10.58971402
ABCA12	7.602404308
ABCA13	9.078956356
ABCA2	12.76603194
ABCA3	9.172999368
ABCA4	7.551912355
ABCA5	8.994581889
ABCA6	7.432320657
ABCA7	14.07231218
ABCA9	7.393695113
ABCB1	7.249390408
ABCB10	8.167415643
ABCB5	7.602404308
ABCB6	8.766515493
ABCB7	8.629845225
ABCB8	10.15712414
ABCC1	10.64576246
ABCC10	10.08525383
ABCC11	8.24245694
ABCC13	7.189214693
ABCC2	7.899726883
ABCC3	9.730421389
ABCC4	8.910630575
ABCC5	9.408129978
ABCC6	9.737385682
ABCC8	7.510667481
ABCC9	8.072692157
ABCD1	10.95740106
ABCD2	7.320383195
ABCD3	8.415323366
ABCD4	9.954573039
ABCE1	9.144834407
ABCF1	11.11312173
ABCF2	10.28617753
ABCF3	10.84312258
ABCG1	11.11446245
ABCG2	8.094351021
ABHD10	8.449909581
ABHD11	7.602404308
ABHD12	8.766691537
ABHD13	8.312481716
ABHD14A	8.987697308
ABHD14A-ACY1	8.932134581
ABHD14B	11.10501555
ABHD15	9.203966768
ABHD16A	9.614784022
ABHD16B	8.692944871
ABHD2	13.32889543
ABHD3	9.739574691
ABHD4	11.25595504
ABHD5	11.43469441
ABHD6	7.499373865
ABHD8	9.856944169
ABI1	11.44933345
ABI2	9.018058168
ABI3	11.05960623
ABL1	9.804962315
ABLIM1	11.94010887
ABLIM3	9.400995003
ABP1	4.216513878
ABR	12.80613791
ABRACL	9.849819303
ABT1	10.354934
ABTB1	15.20900214
ABTB2	8.045645309
ACAA1	12.3105029
ACAA2	9.900999443
ACACA	9.871545387
ACACB	9.884130187
ACAD10	10.36987021
ACAD11	8.360729896
ACAD8	10.10754876
ACAD9	9.92667786
ACADM	8.680529413
ACADS	9.420157217
ACADSB	8.877188964
