Symbol	P46
1-Mar	9.648397931
2-Mar	11.90274963
3-Mar	5.938586158
5-Mar	9.790810298
6-Mar	11.79319421
7-Mar	11.68562958
8-Mar	10.83352088
9-Mar	10.15503849
1-Sep	12.20470394
2-Sep	12.39118968
5-Sep	11.76483035
6-Sep	12.00695917
7-Sep	11.89880723
8-Sep	7.480260925
9-Sep	14.49092621
10-Sep	6.816648769
11-Sep	9.111820322
14-Sep	7.757605026
15-Sep	11.76614252
A1BG	7.242391168
AAAS	10.57578569
AACS	8.853010348
AADAT	8.733483299
AAED1	8.466557664
AAGAB	9.855978762
AAK1	11.64276012
AAMP	11.15608522
AAR2	10.21833231
AARS	10.44725306
AARS2	9.850520456
AARSD1	8.933611046
AASDH	8.303016548
AASDHPPT	9.189468171
AATF	10.98780857
AATK	12.73632385
ABAT	10.32985046
ABCA1	9.374845148
ABCA12	7.299359151
ABCA13	8.836481064
ABCA2	12.78351268
ABCA3	9.424244549
ABCA4	7.522214501
ABCA5	9.451664301
ABCA6	7.60991438
ABCA7	13.65219808
ABCA9	7.165396958
ABCB1	7.953311469
ABCB10	8.487575208
ABCB5	7.205460677
ABCB6	8.077261282
ABCB7	8.580639628
ABCB8	9.9831551
ABCC1	11.30180055
ABCC10	10.45032294
ABCC11	7.771151321
ABCC13	6.032103207
ABCC2	8.024959771
ABCC3	9.179277276
ABCC4	8.22616728
ABCC5	9.775381785
ABCC6	9.087307674
ABCC8	7.242391168
ABCC9	7.95990971
ABCD1	10.61210255
ABCD2	7.861858824
ABCD3	8.964859065
ABCD4	10.15263624
ABCE1	9.254653547
ABCF1	10.97223935
ABCF2	10.17366121
ABCF3	10.8873699
ABCG1	10.40540461
ABCG2	7.417106158
ABHD10	8.729144942
ABHD11	7.405982803
ABHD12	9.062840237
ABHD13	9.058347896
ABHD14A	8.651684688
ABHD14A-ACY1	8.54362569
ABHD14B	11.21527882
ABHD15	9.481125013
ABHD16A	9.429384298
ABHD16B	8.055530151
ABHD2	13.66770856
ABHD3	10.1413551
ABHD4	10.8048425
ABHD5	11.71479008
ABHD6	7.771151321
ABHD8	9.123107479
ABI1	11.65216546
ABI2	9.081432829
ABI3	10.63748569
