Symbol	P140
1-Mar	9.881670655
2-Mar	12.68591784
3-Mar	7.653873397
5-Mar	10.23348126
6-Mar	11.68614044
7-Mar	12.09900633
8-Mar	11.93179445
9-Mar	9.109997378
1-Sep	11.62689385
2-Sep	11.98000629
5-Sep	10.25257715
6-Sep	11.89115896
7-Sep	11.63383704
8-Sep	7.103331734
9-Sep	13.46773484
10-Sep	7.215359449
11-Sep	9.403221397
14-Sep	8.756111304
15-Sep	11.78081716
A1BG	6.688401411
AAAS	9.73396784
AACS	8.326498714
AADAT	9.308643004
AAED1	9.214380893
AAGAB	10.04494881
AAK1	10.88494324
AAMP	10.82575866
AAR2	10.09805002
AARS	9.563742684
AARS2	9.214380893
AARSD1	8.462319681
AASDH	7.591934575
AASDHPPT	8.867229354
AATF	10.99551233
AATK	13.25664207
ABAT	10.27913746
ABCA1	10.8589557
ABCA12	7.710470612
ABCA13	8.627779173
ABCA2	12.11213334
ABCA3	8.685023317
ABCA4	7.729805187
ABCA5	8.85425384
ABCA6	7.690845514
ABCA7	13.8688663
ABCA9	7.571408769
ABCB1	7.653873397
ABCB10	7.890403736
ABCB5	7.614409629
ABCB6	8.50242293
ABCB7	8.774016535
ABCB8	9.438105846
ABCC1	10.67205185
ABCC10	9.673950748
ABCC11	7.839160785
ABCC13	9.041486867
ABCC2	7.974178234
ABCC3	9.389428351
ABCC4	9.274253593
ABCC5	9.404998557
ABCC6	8.843396527
ABCC8	7.747664656
ABCC9	8.535086674
ABCD1	11.10682288
ABCD2	7.215359449
ABCD3	8.229382765
ABCD4	9.664707187
ABCE1	9.101683866
ABCF1	10.84978783
ABCF2	9.670802001
ABCF3	10.4483434
ABCG1	10.78041354
ABCG2	8.997948408
ABHD10	8.485726624
ABHD11	7.531492756
ABHD12	9.400890559
ABHD13	9.143295396
ABHD14A	7.925171392
ABHD14A-ACY1	8.229382765
ABHD14B	10.65609202
ABHD15	9.287620524
ABHD16A	9.689347439
ABHD16B	9.01340381
ABHD2	13.5927221
ABHD3	11.2943314
ABHD4	11.71569166
ABHD5	11.86384347
ABHD6	8.124389841
ABHD8	9.65203074
ABI1	11.82926952
ABI2	8.875206982
ABI3	11.16070689
ABL1	9.29979753
ABLIM1	10.91646806
ABLIM3	9.444137449
ABP1	5.211326589
ABR	12.78964799
ABRACL	10.61339372
ABT1	10.57267207
ABTB1	15.40437588
ABTB2	8.271462353
ACAA1	11.9902229
ACAA2	10.37799212
ACACA	9.344077434
ACACB	9.377846115
ACAD10	10.16597913
ACAD11	8.005378549
ACAD8	9.712635928
ACAD9	9.425869503
ACADM	8.723383572
ACADS	9.260062133
ACADSB	9.260062133
ACADVL	12.53571946
ACAP1	13.3366932
ACAP2	12.30872313
ACAP3	11.50601003
ACAT1	8.41050668
ACAT2	8.351772895
ACBD3	9.492399921
ACBD4	8.764434096
ACBD5	9.637544712
ACBD6	8.292869571
ACCS	8.618741555
ACD	9.931198957
ACE	7.241269567
ACER3	9.287620524
ACIN1	12.89849191
ACLY	11.36847466
ACN9	7.006984739
ACO1	8.52230883
ACO2	10.82054011
ACOT1	7.396767953
ACOT11	8.083769506
ACOT13	9.727902342
ACOT7	8.468776766
ACOT8	9.927969034
ACOT9	11.17560583
ACOX1	12.75570878
ACOX3	8.822603443
ACOXL	8.489372493
ACP1	10.16762983
ACP2	9.665690021
ACP5	10.77632029
ACP6	7.636618492
ACPL2	7.720137899
ACPP	8.995026848
ACRBP	10.51250341
ACRC	7.8201939
ACSF2	9.055222973
ACSF3	9.960550548
ACSL1	15.39240473
ACSL3	9.901428771
ACSL4	11.42742152
ACSL5	11.34498335
ACSL6	8.875206982
ACSM3	7.531492756
ACSS1	10.5186282
ACSS2	11.70474816
ACTA2	9.882434233
ACTB	17.37663424
ACTG1	14.73654218
ACTG2	9.673069807
ACTL6A	8.952396377
ACTN1	13.89388159
ACTN2	8.023877589
ACTN4	12.96837944
ACTR10	10.53013137
ACTR1A	12.47262497
ACTR1B	10.80968558
ACTR2	13.43268808
ACTR3	13.44869237
ACTR3B	7.320154382
ACTR5	8.533897796
ACTR6	7.241269567
ACTR8	8.984764502
ACVR1	8.521055435
ACVR1B	9.492399921
ACVR2A	7.081956548
ACY1	7.531492756
ADA	10.26853574
ADAL	7.571408769
ADAM10	11.08426019
ADAM15	11.08212704
ADAM17	10.57952477
ADAM19	12.19038447
ADAM22	8.005378549
ADAM23	7.433908727
ADAM28	8.024857644
ADAM3A	7.241269567
ADAM8	14.82370446
ADAM9	8.739747438
ADAMTS10	9.092946138
ADAMTS12	8.110552776
ADAMTS13	7.124787684
ADAMTS2	7.006984739
ADAMTSL2	8.56465017
ADAMTSL4	11.10471473
ADAMTSL5	7.710470612
ADAP1	12.40429119
ADAP2	9.487849175
ADAR	15.32067272
ADARB1	7.857689439
ADAT1	9.441310335
ADAT2	8.258289421
ADCK1	9.049556945
ADCK2	9.190670099
ADCK3	11.0517359
ADCK4	11.10095025
ADCK5	8.351772895
ADCY10P1	9.524654784
