Symbol	P106
1-Mar	11.49433661
2-Mar	11.99191119
3-Mar	6.977060023
5-Mar	10.26690529
6-Mar	12.66174648
7-Mar	13.05061331
8-Mar	11.57098409
9-Mar	9.2509217
1-Sep	11.15217218
2-Sep	12.79423897
5-Sep	9.954305787
6-Sep	11.22491334
7-Sep	12.21700939
8-Sep	7.034282932
9-Sep	13.44245909
10-Sep	6.976243264
11-Sep	9.000076618
14-Sep	9.226921776
15-Sep	12.54779422
A1BG	7.198264276
AAAS	9.615003786
AACS	8.435248695
AADAT	8.090272381
AAED1	8.763427669
AAGAB	9.778764161
AAK1	11.38410837
AAMP	10.61561565
AAR2	9.634628078
AARS	9.487726511
AARS2	9.184175912
AARSD1	8.547553812
AASDH	8.374347728
AASDHPPT	9.325740754
AATF	10.19671323
AATK	13.20171445
ABAT	10.62370591
ABCA1	10.78951088
ABCA12	7.403880707
ABCA13	9.020855937
ABCA2	12.80660169
ABCA3	8.829160474
ABCA4	7.445573142
ABCA5	9.650823995
ABCA6	7.476035192
ABCA7	14.76167856
ABCA9	8.089694343
ABCB1	7.528847293
ABCB10	9.187555227
ABCB5	7.292952187
ABCB6	8.702134617
ABCB7	8.840507028
ABCB8	9.487726511
ABCC1	10.85372221
ABCC10	9.645103009
ABCC11	7.658158348
ABCC13	7.933429721
ABCC2	8.840507028
ABCC3	8.555994682
ABCC4	9.28697834
ABCC5	10.26476469
ABCC6	9.366406083
ABCC8	6.993735187
ABCC9	8.160033058
ABCD1	10.15227074
ABCD2	7.884622462
ABCD3	9.187555227
ABCD4	9.811818385
ABCE1	9.969107595
ABCF1	10.64994741
ABCF2	9.182630337
ABCF3	10.51279777
ABCG1	11.02387834
ABCG2	8.269965722
ABHD10	9.765523042
ABHD11	6.759184219
ABHD12	8.667730261
ABHD13	9.974391079
ABHD14A	7.672201978
ABHD14A-ACY1	7.874457717
ABHD14B	10.40931388
ABHD15	9.073429995
ABHD16A	9.325314781
ABHD16B	8.587269995
ABHD2	13.47575046
ABHD3	11.6621217
ABHD4	10.96791682
ABHD5	12.45991531
ABHD6	8.250328809
ABHD8	8.647897379
ABI1	12.19985048
ABI2	9.020855937
ABI3	10.24214258
ABL1	9.034323908
ABLIM1	11.22767924
ABLIM3	7.711660045
ABP1	7.196654841
ABR	12.80428668
ABRACL	9.947985071
ABT1	10.283395
ABTB1	15.76553707
ABTB2	8.596610461
ACAA1	12.24709382
ACAA2	9.359181563
ACACA	9.289793842
ACACB	9.688169174
ACAD10	10.30577816
ACAD11	8.482927415
ACAD8	10.05514813
ACAD9	9.222651955
ACADM	9.185669382
ACADS	8.721362744
ACADSB	9.885809087
ACADVL	12.3842431
ACAP1	13.67354397
ACAP2	13.2260696
ACAP3	11.59383293
ACAT1	8.784636927
ACAT2	8.615277286
ACBD3	9.809846948
ACBD4	9.000076618
ACBD5	9.977274326
ACBD6	8.547553812
ACCS	8.465853003
ACD	9.299179409
ACE	7.432016271
ACER3	9.633608622
ACIN1	13.06879107
ACLY	11.21259604
ACN9	7.658158348
ACO1	7.923665181
ACO2	10.23402815
ACOT1	7.034282932
ACOT11	7.562720032
ACOT13	9.833959082
ACOT7	6.193238829
ACOT8	8.925202905
ACOT9	10.76389089
ACOX1	13.22690497
ACOX3	8.080021723
ACOXL	8.374347728
ACP1	10.28777717
ACP2	8.875373679
ACP5	10.31789081
ACP6	7.575971754
ACPL2	9.960586975
ACPP	9.29083019
ACRBP	9.25771413
ACRC	7.770928068
ACSF2	8.3805763
ACSF3	9.186569214
ACSL1	16.2679789
ACSL3	10.24579018
ACSL4	12.41491758
ACSL5	10.4155883
ACSL6	9.430875525
ACSM3	7.672201978
ACSS1	10.61194868
ACSS2	11.2267079
ACTA2	9.84597285
ACTB	17.64921681
ACTG1	14.43991886
ACTG2	9.020855937
ACTL6A	9.362528761
ACTN1	13.62190956
ACTN2	6.937771282
ACTN4	12.79624491
ACTR10	10.86094422
ACTR1A	12.09515006
ACTR1B	10.99318146
ACTR2	14.25771239
ACTR3	13.75605978
ACTR3B	6.945359631
ACTR5	8.337367565
ACTR6	8.615277286
ACTR8	9.163745761
ACVR1	8.453028454
ACVR1B	10.40138171
ACVR2A	8.35895754
ACY1	7.092079305
ADA	8.6299492
ADAL	7.386914319
ADAM10	12.11066155
ADAM15	11.32800609
ADAM17	11.31077254
ADAM19	12.95872086
ADAM22	7.893659638
ADAM23	7.319227108
ADAM28	8.682984876
ADAM3A	6.81856419
ADAM8	14.99102098
ADAM9	9.715983911
ADAMTS10	9.654439108
ADAMTS12	7.545504763
ADAMTS13	6.959989201
ADAMTS2	9.064246254
ADAMTSL2	7.940535903
ADAMTSL4	11.79002489
ADAMTSL5	7.432016271
ADAP1	12.3071774
ADAP2	8.893620346
ADAR	14.69231818
ADARB1	7.990274883
ADAT1	9.943943848
ADAT2	8.504107686
ADCK1	7.512849601
ADCK2	8.688107564
ADCK3	10.44447727
ADCK4	11.18084187
ADCK5	8.653422657
ADCY10P1	9.69558775
ADCY3	8.829160474
ADCY4	10.0136169
ADCY7	13.10512986
ADCY9	8.129800489
ADD1	12.85300162
ADD2	7.249984305
ADD3	12.71285034
ADGB	8.41536677
ADH1C	6.800607502
ADH5	10.21823705
ADHFE1	8.160428793
ADI1	10.41779451
ADIPOR1	14.86055856
ADIPOR2	11.14522792
ADK	8.680317619
ADM	10.61142006
ADNP	10.77624124
ADNP2	9.039821981
ADO	9.38158348
ADORA2A	10.44895949
ADORA2A-AS1	6.959989201
ADORA3	9.507219084
ADPGK	10.30096205
ADPRH	8.732644909
ADPRHL2	10.47528791
ADPRM	8.160428793
ADRB2	10.37257753
ADRBK1	15.17321647
ADRBK2	10.66271239
ADRM1	11.06522281
ADSL	10.18534271
ADSS	11.0199268
ADTRP	7.389860407
AEBP1	8.216746327
AEBP2	7.030660371
AEN	10.78190911
AES	12.23315324
AFAP1	8.693609871
AFAP1L1	7.185545577
AFF1	8.80545289
AFF2	7.053792537
AFF3	9.040081227
AFF4	10.87797624
AFG3L1P	7.372154458
AFG3L2	9.750831776
AFMID	8.531320834
AFTPH	10.68866467
AGA	8.620338925
AGAP1	8.019808867
AGAP11	8.660314586
AGAP2	11.54842954
AGAP3	9.024926669
AGAP5	7.658158348
AGAP6	8.208388569
AGAP7	8.463532315
AGBL5	8.391878507
AGER	8.770866543
AGFG1	11.80718751
AGFG2	9.085131712
AGGF1	9.741470615
AGK	9.339709078
AGL	9.423082041
AGMAT	7.811760256
AGPAT1	8.33413938
AGPAT2	11.28136832
AGPAT3	11.18682816
AGPAT4	9.260504011
AGPAT5	9.171726899
AGPAT6	11.5421749
AGPAT9	11.0981258
AGPS	10.17225685
AGRN	7.874457717
AGTPBP1	12.41878527
AGTRAP	12.61963738
AGXT2L2	11.22394184
AHCTF1	12.3769322
AHCY	10.12142338
AHCYL1	11.21527882
AHCYL2	9.830208725
AHDC1	8.06653886
AHI1	10.33372104
AHNAK	10.80043139
AHR	11.56553389
AHSA1	10.35654498
AHSA2	11.69977646
AHSP	12.24430379
AIDA	11.15073027
AIF1	8.021752997
AIFM1	8.636176578
AIFM2	7.609528084
AIFM3	7.628582404
AIG1	7.90301176
AIM1	12.19881879
AIM2	9.2509217
AIMP1	9.565835333
AIMP2	7.545504763
AIP	11.17179906
AK1	10.35201487
AK2	11.29188779
AK3	9.402314151
AK5	6.834072857
AKAP1	8.266745249
AKAP10	10.9199962
AKAP11	10.28469187
AKAP13	13.29919843
AKAP2	8.746939078
AKAP5	7.770928068
AKAP7	7.746157345
AKAP8	10.7606271
AKAP8L	11.46597134
AKAP9	10.27216884
AKD1	8.074282119
AKIP1	7.445573142
AKIRIN1	11.42931334
AKIRIN2	11.37950698
AKNA	14.67575798
AKR1A1	10.34421885
AKR1B1	10.11456355
AKR1C3	7.920424701
AKR7A2	9.504292896
AKT1	13.02101266
