Symbol	P70
1-Mar	11.41688563
2-Mar	12.79281419
3-Mar	7.751962295
5-Mar	10.42242428
6-Mar	11.7433903
7-Mar	12.40933183
8-Mar	12.00328581
9-Mar	8.823810134
1-Sep	10.78150574
2-Sep	12.30114272
5-Sep	10.23328924
6-Sep	11.27591742
7-Sep	12.00850955
8-Sep	7.289687355
9-Sep	13.49458064
10-Sep	8.008188134
11-Sep	9.568204107
14-Sep	8.823810134
15-Sep	12.06170558
A1BG	7.643792864
AAAS	9.722987545
AACS	8.375608008
AADAT	8.952177207
AAED1	9.170177849
AAGAB	10.00976456
AAK1	10.45062808
AAMP	10.96085856
AAR2	10.05339451
AARS	9.731135111
AARS2	9.070824502
AARSD1	8.582244005
AASDH	8.116653505
AASDHPPT	9.35426274
AATF	10.89165896
AATK	12.76488312
ABAT	10.51737158
ABCA1	10.77586205
ABCA12	7.724168725
ABCA13	8.47977833
ABCA2	11.94527173
ABCA3	8.87021637
ABCA4	7.800338709
ABCA5	9.196121063
ABCA6	8.052090853
ABCA7	13.99575145
ABCA9	7.751962295
ABCB1	7.461644856
ABCB10	8.750168001
ABCB5	7.697727526
ABCB6	8.738447769
ABCB7	9.120532008
ABCB8	9.608474631
ABCC1	10.33878051
ABCC10	9.436814721
ABCC11	8.178697769
ABCC13	8.47977833
ABCC2	8.160784999
ABCC3	10.52172772
ABCC4	9.303951597
ABCC5	9.92065216
ABCC6	10.22189409
ABCC8	7.324936395
ABCC9	7.770792592
ABCD1	10.66451497
ABCD2	7.181143165
ABCD3	9.347160117
ABCD4	9.605297453
ABCE1	9.425268104
ABCF1	11.0664503
ABCF2	9.868817496
ABCF3	10.4826467
ABCG1	10.22648133
ABCG2	9.321610979
ABHD10	9.296034797
ABHD11	7.724168725
ABHD12	9.235996126
ABHD13	9.546608277
ABHD14A	7.590423309
ABHD14A-ACY1	7.872095415
ABHD14B	10.77024136
ABHD15	9.436883708
ABHD16A	9.541740405
ABHD16B	8.426000726
ABHD2	13.30837681
ABHD3	10.50705228
ABHD4	11.34668086
ABHD5	12.35147905
ABHD6	8.408334353
ABHD8	9.625915937
ABI1	11.941968
ABI2	8.626465406
ABI3	10.87523836
ABL1	9.547977818
ABLIM1	10.39445874
ABLIM3	9.955503841
ABP1	7.268127351
ABR	12.83827193
ABRACL	10.47593663
ABT1	10.18296264
ABTB1	15.19975038
ABTB2	8.116653505
ACAA1	12.17899975
ACAA2	10.4958612
ACACA	9.495844952
ACACB	8.950813488
ACAD10	10.10811101
ACAD11	8.307108772
ACAD8	10.02506941
ACAD9	9.056183451
ACADM	9.253081602
ACADS	9.080986105
ACADSB	8.930029798
ACADVL	12.72517593
ACAP1	13.04110477
ACAP2	12.6184951
ACAP3	11.45831892
ACAT1	8.286940037
ACAT2	8.497144788
ACBD3	9.890356499
ACBD4	8.823810134
ACBD5	9.436883708
ACBD6	8.460527844
ACCS	7.985013027
ACD	9.694827755
ACE	7.10746904
ACER3	9.915204006
ACIN1	12.58571026
ACLY	11.42862257
ACN9	7.940756708
ACO1	8.551509681
ACO2	10.92129364
ACOT1	7.495997303
ACOT11	7.495997303
ACOT13	9.425201796
