Symbol	P20
1-Mar	8.731988377
2-Mar	13.11445691
3-Mar	7.559655038
5-Mar	10.11061134
6-Mar	11.89922798
7-Mar	11.78509096
8-Mar	11.90274963
9-Mar	8.912662429
1-Sep	11.32970003
2-Sep	12.08059511
5-Sep	11.71697386
6-Sep	11.47644733
7-Sep	11.71626836
8-Sep	6.889054346
9-Sep	13.10323318
10-Sep	7.526291112
11-Sep	8.979613117
14-Sep	8.210984536
15-Sep	12.01649122
A1BG	7.283091396
AAAS	10.3269765
AACS	8.569117516
AADAT	9.663606368
AAED1	9.604035526
AAGAB	9.803596864
AAK1	10.9964209
AAMP	10.19169176
AAR2	10.09648254
AARS	9.560909905
AARS2	8.462319681
AARSD1	8.417692679
AASDH	8.569117516
AASDHPPT	8.348625773
AATF	11.50882176
AATK	12.94566017
ABAT	10.76554846
ABCA1	11.16110194
ABCA12	7.695433694
ABCA13	9.65596694
ABCA2	12.42200458
ABCA3	9.257604664
ABCA4	8.262984368
ABCA5	9.515795533
ABCA6	8.188202721
ABCA7	14.46954403
ABCA9	7.695433694
ABCB1	6.759184219
ABCB10	7.820009625
ABCB5	8.027481188
ABCB6	9.277576001
ABCB7	8.417692679
ABCB8	9.72288955
ABCC1	10.44244981
ABCC10	9.836684663
ABCC11	8.052799752
ABCC13	10.21948111
ABCC2	8.440293722
ABCC3	11.40845249
ABCC4	9.37400922
ABCC5	10.39086269
ABCC6	9.541985322
ABCC8	8.078109666
ABCC9	8.121651948
ABCD1	11.03346268
ABCD2	6.759184219
ABCD3	8.462319681
ABCD4	9.820689674
ABCE1	8.334653363
ABCF1	11.20327356
ABCF2	9.34978485
ABCF3	10.62250557
ABCG1	11.22302908
ABCG2	9.860790673
ABHD10	8.818101613
ABHD11	7.899611539
ABHD12	8.665740305
ABHD13	9.523410371
ABHD14A	8.262984368
ABHD14A-ACY1	8.289662882
ABHD14B	10.59377429
ABHD15	8.604585899
ABHD16A	10.23884468
ABHD16B	8.528808676
ABHD2	13.17208828
ABHD3	10.20668771
ABHD4	11.7350727
ABHD5	12.49823516
ABHD6	8.946947037
ABHD8	10.05946302
ABI1	11.56561686
ABI2	8.462319681
ABI3	10.74760123
ABL1	9.036697683
ABLIM1	11.14745784
ABLIM3	10.78243878
ABP1	9.372827738
ABR	12.85229635
ABRACL	9.523410371
ABT1	10.45363728
ABTB1	15.42607427
ABTB2	8.027481188
ACAA1	12.38454486
ACAA2	9.778543471
ACACA	9.489605744
ACACB	9.991641846
ACAD10	10.1085156
ACAD11	8.320680954
ACAD8	10.63338519
ACAD9	9.437146079
ACADM	8.632464831
ACADS	9.184068171
