Symbol	P91
1-Mar	12.55624248
2-Mar	11.44720407
3-Mar	7.119133729
5-Mar	10.24981269
6-Mar	12.20395655
7-Mar	12.50631996
8-Mar	10.54755342
9-Mar	9.397111002
1-Sep	11.69458491
2-Sep	13.05148879
5-Sep	9.720919592
6-Sep	11.47593736
7-Sep	12.59288823
8-Sep	7.4237668
9-Sep	13.84946857
10-Sep	7.135315992
11-Sep	9.39018133
14-Sep	8.015844404
15-Sep	12.61540015
A1BG	7.645135053
AAAS	9.620812129
AACS	8.267981947
AADAT	8.025631755
AAED1	8.164133834
AAGAB	10.19852623
AAK1	11.22658981
AAMP	11.02660824
AAR2	9.891782835
AARS	10.393429
AARS2	9.001757026
AARSD1	8.685119712
AASDH	8.421209526
AASDHPPT	9.712094634
AATF	10.72484898
AATK	11.52080961
ABAT	9.451565499
ABCA1	10.04673427
ABCA12	7.324024603
ABCA13	8.99328077
ABCA2	12.39506668
ABCA3	8.99328077
ABCA4	7.119133729
ABCA5	9.962266218
ABCA6	7.198082793
ABCA7	13.5471973
ABCA9	7.849238902
ABCB1	8.17005897
ABCB10	9.702232649
ABCB5	7.24780926
ABCB6	8.143419963
ABCB7	9.169000535
ABCB8	9.613335515
ABCC1	11.18520041
ABCC10	9.523002487
ABCC11	7.271380361
ABCC13	7.963234614
ABCC2	7.840748008
ABCC3	8.742320267
ABCC4	8.213971017
ABCC5	9.330526195
ABCC6	8.063280125
ABCC8	6.921703836
ABCC9	8.455268445
ABCD1	10.3696243
ABCD2	7.495335202
ABCD3	9.581384049
ABCD4	9.867256133
ABCE1	10.63911078
ABCF1	10.98631121
ABCF2	9.98394868
ABCF3	10.70097214
ABCG1	9.210214427
ABCG2	7.83589901
ABHD10	10.05947209
ABHD11	6.878917252
ABHD12	8.825918264
ABHD13	10.23206664
ABHD14A	7.855736372
ABHD14A-ACY1	8.177699304
ABHD14B	11.13724363
ABHD15	9.382952804
ABHD16A	8.962540319
ABHD16B	8.208477254
ABHD2	12.61747082
ABHD3	10.79917848
ABHD4	9.712094634
ABHD5	11.36008098
ABHD6	8.651117291
ABHD8	9.043671639
ABI1	12.0937536
ABI2	8.841028551
ABI3	11.37878092
ABL1	9.454827171
ABLIM1	11.02947624
ABLIM3	8.717012785
ABP1	4.048810142
ABR	12.24402359
ABRACL	10.98747513
ABT1	10.28640126
ABTB1	14.07599409
ABTB2	6.439001821
ACAA1	11.81317686
ACAA2	10.45982867
ACACA	9.269659217
ACACB	9.116940535
ACAD10	9.796896859
ACAD11	8.978729336
ACAD8	9.944574685
ACAD9	9.643901033
ACADM	10.28930614
ACADS	8.97106079
ACADSB	9.545062014
ACADVL	12.99426269
ACAP1	13.79124227
ACAP2	12.53732145
ACAP3	11.18006331
ACAT1	9.792512479
ACAT2	8.985829073
ACBD3	10.08803292
ACBD4	8.812879893
ACBD5	9.909450692
ACBD6	8.750491546
ACCS	8.411114712
ACD	9.096399835
ACE	6.270660609
ACER3	9.783734047
ACIN1	12.80820008
ACLY	11.73986964
ACN9	8.421209526
ACO1	8.548733771
ACO2	10.97875209
ACOT1	6.120718283
ACOT11	6.793398326
ACOT13	9.631407008
ACOT7	7.534126718
ACOT8	9.051893568
ACOT9	10.792254
ACOX1	11.80964717
ACOX3	8.332776032
ACOXL	8.938872611
ACP1	10.80053811
ACP2	9.382952804
ACP5	9.975729753
ACP6	7.651327509
ACPL2	9.393646166
ACPP	8.387968199
ACRBP	8.885156523
ACRC	7.24780926
ACSF2	8.514895346
ACSF3	9.407578047
ACSL1	15.65230421
ACSL3	10.40869715
ACSL4	12.46850414
ACSL5	11.05037049
ACSL6	8.323574046
ACSM3	7.362415416
ACSS1	10.77771432
ACSS2	10.67869715
ACTA2	10.61537375
ACTB	18.0530451
ACTG1	15.62969838
ACTG2	9.522751125
ACTL6A	9.641392822
ACTN1	13.33160643
ACTN2	6.408001105
ACTN4	12.75715603
ACTR10	10.99256749
ACTR1A	12.37108561
ACTR1B	10.93624306
ACTR2	14.61985723
ACTR3	14.11204127
ACTR3B	7.042099985
ACTR5	8.704630514
ACTR6	9.443815399
ACTR8	9.029720607
ACVR1	8.369907356
ACVR1B	10.1684223
ACVR2A	8.759063724
ACY1	7.569740353
ADA	9.657968637
ADAL	7.215359449
ADAM10	11.29130091
ADAM15	12.01851695
ADAM17	10.42445821
ADAM19	12.23191157
ADAM22	7.569740353
ADAM23	6.467913589
ADAM28	8.486514199
ADAM3A	7.24780926
ADAM8	13.73392423
ADAM9	9.98672847
ADAMTS10	9.149225326
ADAMTS12	7.24780926
ADAMTS13	7.475214056
ADAMTS2	9.277776557
ADAMTSL2	8.013257369
ADAMTSL4	9.57641676
ADAMTSL5	7.65828834
ADAP1	11.87280275
ADAP2	9.772017854
ADAR	14.57970253
ADARB1	7.8142289
ADAT1	8.491355123
ADAT2	8.592501608
ADCK1	7.812329002
ADCK2	9.026724952
ADCK3	10.29703031
ADCK4	10.78579771
ADCK5	8.609546296
ADCY10P1	8.784830592
ADCY3	8.759063724
ADCY4	8.81691023
ADCY7	13.22507243
ADCY9	8.433000231
ADD1	13.314982
ADD2	6.950576637
ADD3	12.98884195
ADGB	7.372973961
ADH1C	8.218240512
ADH5	10.97581442
ADHFE1	8.092073923
ADI1	10.35968516
ADIPOR1	14.990883
ADIPOR2	11.10106257
ADK	9.53509125
ADM	9.378374632
ADNP	10.66980729
ADNP2	8.768354875
ADO	9.737482613
ADORA2A	10.35279179
ADORA2A-AS1	6.551928074
ADORA3	8.778665173
ADPGK	9.545062014
ADPRH	9.411855388
ADPRHL2	10.05560509
ADPRM	8.195571862
ADRB2	9.832140824
ADRBK1	14.64334019
ADRBK2	11.04125177
ADRM1	11.17246654
ADSL	10.64427901
ADSS	11.43469441
ADTRP	7.632923043
AEBP1	7.674356676
AEBP2	7.505563093
AEN	9.547976258
AES	12.42623259
AFAP1	8.924848321
AFAP1L1	7.039995859
AFF1	7.793047693
AFF2	7.547918923
AFF3	9.202668953
AFF4	10.57237874
AFG3L1P	7.415498942
AFG3L2	10.12320766
AFMID	7.913499919
AFTPH	10.20726057
AGA	9.50755597
