Symbol	P134
1-Mar	11.38616578
2-Mar	13.84499464
3-Mar	8.193989459
5-Mar	9.749239635
6-Mar	12.13764859
7-Mar	12.32493405
8-Mar	13.6013093
9-Mar	9.97171473
1-Sep	12.131043
2-Sep	12.74060691
5-Sep	10.70023988
6-Sep	12.05654937
7-Sep	12.19651257
8-Sep	7.126005498
9-Sep	14.03546086
10-Sep	6.800607502
11-Sep	9.837172106
14-Sep	7.397362646
15-Sep	12.37733128
A1BG	7.164048588
AAAS	9.989472321
AACS	8.572704803
AADAT	8.516011974
AAED1	7.929043728
AAGAB	10.20239716
AAK1	10.82751402
AAMP	11.12561959
AAR2	10.34412838
AARS	9.899947158
AARS2	9.313504354
AARSD1	8.958240759
AASDH	8.379455093
AASDHPPT	9.089197728
AATF	10.55443185
AATK	12.11008477
ABAT	9.57985159
ABCA1	10.65773206
ABCA12	7.25747765
ABCA13	8.601961108
ABCA2	12.08205117
ABCA3	8.936394805
ABCA4	7.482330766
ABCA5	9.040487075
ABCA6	7.228070192
ABCA7	13.87985039
ABCA9	7.228070192
ABCB1	7.509225561
ABCB10	9.145009231
ABCB5	6.884096372
ABCB6	8.936394805
ABCB7	8.916354441
ABCB8	9.763466425
ABCC1	10.58077794
ABCC10	9.32350257
ABCC11	7.086143932
ABCC13	10.61724782
ABCC2	7.884889233
ABCC3	9.3507472
ABCC4	9.495667564
ABCC5	9.262068951
ABCC6	9.366844103
ABCC8	7.319597895
ABCC9	8.020259624
ABCD1	10.22610686
ABCD2	7.990458667
ABCD3	9.006272858
ABCD4	9.784909559
ABCE1	10.0605872
ABCF1	10.55284662
ABCF2	10.03916647
ABCF3	10.5332712
ABCG1	9.058249048
ABCG2	9.726300402
ABHD10	9.753006611
ABHD11	6.92431287
ABHD12	8.462440481
ABHD13	9.438380972
ABHD14A	8.295088503
ABHD14A-ACY1	8.421047379
ABHD14B	11.14937283
ABHD15	9.571556624
ABHD16A	9.299474235
ABHD16B	8.632821269
ABHD2	12.78733583
ABHD3	10.42662919
ABHD4	10.95116874
ABHD5	11.29287891
ABHD6	7.835690117
ABHD8	9.409276053
ABI1	11.81998099
ABI2	8.778053327
ABI3	10.81360177
ABL1	9.485220347
ABLIM1	11.49105259
ABLIM3	9.563006531
ABP1	5.399251666
ABR	12.24585154
ABRACL	10.59617068
ABT1	10.67079058
ABTB1	15.12303926
ABTB2	6.841706295
ACAA1	11.94316293
ACAA2	10.65461083
ACACA	9.271981589
ACACB	9.342478224
ACAD10	9.872111796
ACAD11	8.252454412
ACAD8	9.851295127
ACAD9	9.391057469
ACADM	9.667493538
ACADS	9.38326127
ACADSB	9.155106229
ACADVL	12.91493251
ACAP1	13.58156026
ACAP2	12.63217092
ACAP3	11.48832203
ACAT1	9.080570311
ACAT2	8.704630514
ACBD3	9.723000752
ACBD4	9.014734188
ACBD5	9.32706045
ACBD6	9.014734188
ACCS	8.91261268
ACD	9.53921912
ACE	8.367691613
ACER3	9.109388832
ACIN1	12.55824678
ACLY	11.28435364
ACN9	7.81286887
ACO1	8.295088503
ACO2	10.86486673
ACOT1	6.841706295
ACOT11	7.455059567
ACOT13	9.463213098
ACOT7	7.848062397
ACOT8	9.342478224
ACOT9	10.56653313
ACOX1	11.91602853
ACOX3	8.511504243
ACOXL	8.998782205
ACP1	11.36457475
ACP2	9.466319933
ACP5	11.04266293
ACP6	7.319597895
ACPL2	8.047700276
ACPP	8.874794981
ACRBP	10.33599883
ACRC	6.704690472
ACSF2	9.145009231
ACSF3	10.08123334
ACSL1	14.42397798
ACSL3	9.247186719
ACSL4	10.99890182
ACSL5	10.98140233
ACSL6	10.19682167
ACSM3	7.42566804
ACSS1	10.86503428
ACSS2	10.47593663
ACTA2	10.00199233
ACTB	16.65355055
ACTG1	15.04160658
ACTG2	9.417970773
ACTL6A	9.614280573
ACTN1	13.01914685
ACTN2	6.704690472
ACTN4	12.49167865
ACTR10	10.93279026
ACTR1A	12.02550442
ACTR1B	11.06579121
ACTR2	14.15782155
ACTR3	13.94709654
ACTR3B	7.42566804
ACTR5	8.808164079
ACTR6	8.436144316
ACTR8	8.820955377
ACVR1	8.675218122
ACVR1B	9.523410371
ACVR2A	8.095406932
ACY1	7.790148242
ADA	9.45326616
ADAL	7.287756432
ADAM10	11.22449866
ADAM15	11.31808751
ADAM17	10.22610686
ADAM19	12.17456648
ADAM22	8.265708757
ADAM23	7.228070192
ADAM28	8.944050217
ADAM3A	7.25747765
ADAM8	14.21032285
ADAM9	8.866984601
ADAMTS10	9.048256574
ADAMTS12	7.764846791
ADAMTS13	7.717037511
ADAMTS2	7.482330766
ADAMTSL2	7.82304062
ADAMTSL4	10.43974505
ADAMTSL5	7.25747765
ADAP1	12.17456648
ADAP2	9.600954983
ADAR	14.33603224
ADARB1	8.460793613
ADAT1	8.792940556
ADAT2	8.530127551
ADCK1	8.029754389
ADCK2	9.563006531
ADCK3	10.6453714
ADCK4	10.65021108
ADCK5	8.546581037
ADCY10P1	8.753510149
ADCY3	8.753510149
ADCY4	8.844281484
ADCY7	12.29249477
ADCY9	7.860434677
ADD1	13.6446189
ADD2	8.673927503
ADD3	12.54784268
ADGB	8.808164079
ADH1C	7.615472711
ADH5	10.57556213
ADHFE1	8.064764078
ADI1	10.59617068
ADIPOR1	16.24274531
ADIPOR2	11.05947436
ADK	9.070468727
ADM	10.35753106
ADNP	10.22619126
ADNP2	8.295088503
ADO	9.571556624
ADORA2A	11.10249919
ADORA2A-AS1	7.086143932
ADORA3	8.501253414
ADPGK	9.555205327
ADPRH	8.906328687
ADPRHL2	10.34092278
ADPRM	8.080599479
ADRB2	9.264437616
ADRBK1	14.9764949
ADRBK2	10.99729926
ADRM1	11.44312198
ADSL	10.69581661
ADSS	11.43747725
ADTRP	6.742264733
AEBP1	8.177699304
AEBP2	6.794393422
AEN	10.47130037
AES	12.96797805
AFAP1	7.81286887
AFAP1L1	7.164048588
AFF1	7.652185106
AFF2	7.088843824
AFF3	9.445528522
AFF4	10.17410706
AFG3L1P	6.972240205
AFG3L2	10.12652596
AFMID	7.547414854
AFTPH	10.48096606
AGA	9.155106229
AGAP1	7.656077461
AGAP11	8.238932094
AGAP2	11.35786155
AGAP3	8.95259834
AGAP5	9.070282797
AGAP6	8.225236524
AGAP7	6.841706295
AGBL5	8.777850511
AGER	9.271745538
AGFG1	11.54652762
AGFG2	9.53921912
AGGF1	9.600954983
AGK	9.956835679
AGL	8.820955377
AGMAT	8.010764958
AGPAT1	9.512411392
AGPAT2	11.27178931
AGPAT3	11.67762227
AGPAT4	9.037427094
AGPAT5	9.184622403
AGPAT6	11.27329273
AGPAT9	10.42306307
AGPS	10.30275321
AGRN	8.177699304
AGTPBP1	11.56014033
AGTRAP	12.5826542
AGXT2L2	11.12890365
AHCTF1	11.56572275
AHCY	10.58392318
AHCYL1	11.07242682
AHCYL2	11.71389493
AHDC1	8.095406932
AHI1	10.25198816
AHNAK	11.05852493
AHR	11.00665062
AHSA1	11.3230285
AHSA2	10.85138639
AHSP	14.30502891
AIDA	11.74594795
AIF1	8.495790499
AIFM1	9.126203265
AIFM2	7.777497516
AIFM3	8.297373921
AIG1	7.717037511
AIM1	12.15805136
AIM2	8.14548099
AIMP1	9.710004528
AIMP2	7.929043728
AIP	11.61482828
AK1	10.64213263
AK2	11.75594847
AK3	9.175650242
AK5	6.518428988
AKAP1	8.252454412
AKAP10	10.17410706
AKAP11	10.0212348
AKAP13	12.60165945
AKAP2	9.823781146
AKAP5	7.350017526
AKAP7	8.028983636
AKAP8	10.13159762
AKAP8L	11.79627203
AKAP9	10.33599883
AKD1	7.287756432
AKIP1	7.752213638
AKIRIN1	11.51465506
AKIRIN2	11.17248034
AKNA	14.4378532
AKR1A1	11.02550675
AKR1B1	10.94740882
AKR1C3	6.928168288
AKR7A2	9.951433099
AKT1	12.85367867
AKT1S1	11.53392567
AKT2	12.89769636
AKT3	9.135368786
AKTIP	9.258549551
ALAD	10.86802769
ALAS1	10.29399293
ALAS2	16.80441344
ALCAM	9.338494539
ALDH16A1	11.23606097
ALDH18A1	9.031495381
ALDH1A1	11.07981167
ALDH1A2	7.81286887
ALDH1B1	7.860434677
ALDH1L1	7.537153643
ALDH1L2	7.509225561
ALDH2	11.72737069
ALDH3A2	8.62687797
ALDH3B1	11.66716372
ALDH4A1	8.278814364
ALDH5A1	10.74332442
ALDH7A1	6.354999864
ALDH9A1	10.63771422
ALDOA	14.65971856
ALDOC	9.438380972
ALG1	9.11784507
ALG10B	8.265708757
ALG12	9.633750792
ALG13	7.642993255
ALG1L9P	10.44949985
ALG2	9.165646489
ALG3	9.463448345
