Symbol	P19
1-Mar	11.57534872
2-Mar	10.8314345
3-Mar	6.978757073
5-Mar	9.679112006
6-Mar	12.48887053
7-Mar	12.40236245
8-Mar	9.355425368
9-Mar	10.2173429
1-Sep	12.86915145
2-Sep	13.41685184
5-Sep	8.325435666
6-Sep	12.28394738
7-Sep	12.92034265
8-Sep	7.649958582
9-Sep	14.888471
10-Sep	7.323529146
11-Sep	9.403767547
14-Sep	7.474689801
15-Sep	12.78447953
A1BG	8.046189682
AAAS	10.00729109
AACS	8.202212583
AADAT	7.702867429
AAED1	7.529549346
AAGAB	10.30074609
AAK1	11.87857114
AAMP	11.32625063
AAR2	10.31119674
AARS	11.18466947
AARS2	9.509680064
AARSD1	8.881013278
AASDH	8.547738081
AASDHPPT	9.863812016
AATF	10.87186266
AATK	10.22774927
ABAT	9.095455242
ABCA1	9.536481285
ABCA12	7.26060189
ABCA13	7.947116613
ABCA2	12.07768389
ABCA3	9.239219902
ABCA4	7.219967546
ABCA5	9.504825656
ABCA6	7.157739019
ABCA7	13.39341238
ABCA9	7.255278094
ABCB1	8.262414294
ABCB10	9.310856524
ABCB5	7.338952119
ABCB6	7.874916811
ABCB7	9.230435912
ABCB8	9.94838579
ABCC1	10.97521058
ABCC10	9.597685453
ABCC11	7.023219616
ABCC13	6.929505495
ABCC2	7.85758135
ABCC3	8.625848099
ABCC4	8.044781695
ABCC5	8.817752691
ABCC6	8.117600833
ABCC8	6.929505495
ABCC9	8.055844053
ABCD1	9.607178768
ABCD2	9.080570311
ABCD3	9.625662139
ABCD4	9.825287843
ABCE1	11.32538813
ABCF1	10.60123807
ABCF2	10.40422047
ABCF3	10.77056528
ABCG1	8.839319417
ABCG2	6.938828236
ABHD10	10.07722997
ABHD11	7.105066783
ABHD12	8.685862883
ABHD13	10.19246227
ABHD14A	8.726325014
ABHD14A-ACY1	8.623255118
ABHD14B	11.44322517
ABHD15	9.416180056
ABHD16A	8.707795596
ABHD16B	8.094981929
ABHD2	12.72538215
ABHD3	10.54922576
ABHD4	9.486469925
ABHD5	10.16219541
ABHD6	8.126055438
ABHD8	8.793491081
ABI1	12.1298724
ABI2	9.44520931
ABI3	10.84486326
ABL1	9.699246702
ABLIM1	13.16964929
ABLIM3	7.316560042
ABP1	5.843887104
