Symbol	P65
1-Mar	10.3198154
2-Mar	11.83169082
3-Mar	7.281222166
5-Mar	10.5690863
6-Mar	11.748205
7-Mar	12.22500391
8-Mar	11.55331426
9-Mar	8.250637738
1-Sep	10.47030878
2-Sep	11.98876417
5-Sep	10.4971878
6-Sep	11.06178201
7-Sep	11.76114216
8-Sep	7.202216305
9-Sep	13.15230094
10-Sep	8.137312668
11-Sep	8.679052892
14-Sep	8.797652071
15-Sep	11.60197306
A1BG	6.619460667
AAAS	9.435283001
AACS	8.602194266
AADAT	8.623554558
AAED1	9.944109055
AAGAB	9.907358499
AAK1	11.04161832
AAMP	10.68797475
AAR2	9.821810181
AARS	9.300240057
AARS2	9.288102333
AARSD1	7.983092731
AASDH	7.218997082
AASDHPPT	8.883203771
AATF	11.26784792
AATK	13.48391049
ABAT	10.95440896
ABCA1	11.87171526
ABCA12	8.157782445
ABCA13	9.370886714
ABCA2	12.72832583
ABCA3	8.501253414
ABCA4	8.739001411
ABCA5	9.70622334
ABCA6	8.409089274
ABCA7	13.54957204
ABCA9	7.97046269
ABCB1	7.516108756
ABCB10	8.559414812
ABCB5	8.511179318
ABCB6	9.054319165
ABCB7	8.618501039
ABCB8	9.706398262
ABCC1	10.6973859
ABCC10	9.685345323
ABCC11	8.874367363
ABCC13	7.744382635
ABCC2	8.752634911
ABCC3	9.547856698
ABCC4	9.669259192
ABCC5	10.79782542
ABCC6	10.54135075
ABCC8	8.214287848
ABCC9	8.639462038
ABCD1	11.21791329
ABCD2	6.988865266
ABCD3	8.409089274
ABCD4	9.668182267
ABCE1	8.554878606
ABCF1	11.28499841
ABCF2	9.573147066
ABCF3	10.48988329
ABCG1	12.5591819
ABCG2	8.924474648
ABHD10	8.535079838
ABHD11	7.64702051
ABHD12	8.920383932
ABHD13	9.38326127
ABHD14A	7.314967068
ABHD14A-ACY1	8.157782445
ABHD14B	10.3316111
ABHD15	9.098421221
ABHD16A	9.924774269
ABHD16B	9.098421221
ABHD2	13.414482
ABHD3	11.07567274
ABHD4	11.76976018
ABHD5	12.52045152
ABHD6	8.300709697
ABHD8	9.753408134
ABI1	11.98043075
ABI2	8.805253205
ABI3	10.91793927
ABL1	9.560627837
ABLIM1	9.848734263
ABLIM3	8.501253414
ABP1	9.768695194
ABR	13.11846771
ABRACL	9.757317056
ABT1	10.14454898
ABTB1	15.51740677
ABTB2	8.180296463
ACAA1	12.34648819
ACAA2	9.848036777
ACACA	9.790868764
ACACB	9.599153483
ACAD10	10.36823011
ACAD11	8.490766851
ACAD8	10.05514813
ACAD9	9.178972326
ACADM	8.571866727
ACADS	9.004182432
ACADSB	8.883203771
ACADVL	12.39552476
ACAP1	13.30277421
ACAP2	12.55463792
ACAP3	11.42226557
ACAT1	7.479075547
ACAT2	8.145116549
ACBD3	9.551705992
ACBD4	8.92104622
ACBD5	9.885610364
ACBD6	8.180296463
ACCS	9.94440351
ACD	10.01294776
ACE	7.08066482
ACER3	9.532059722
ACIN1	12.91857098
ACLY	11.66147378
ACN9	7.91403701
