Symbol	P85
1-Mar	10.63229746
2-Mar	12.29896079
3-Mar	7.330276028
5-Mar	9.512748277
6-Mar	12.08550855
7-Mar	11.88395669
8-Mar	11.70876128
9-Mar	10.16047224
1-Sep	12.33315316
2-Sep	12.74074816
5-Sep	10.18531076
6-Sep	12.63277168
7-Sep	12.19567496
8-Sep	7.496519191
9-Sep	14.56779078
10-Sep	6.352093833
11-Sep	9.527248915
14-Sep	7.94460997
15-Sep	12.21146846
A1BG	7.21854868
AAAS	10.32955422
AACS	8.653893206
AADAT	7.998796513
AAED1	8.12195195
AAGAB	9.925191366
AAK1	12.10607586
AAMP	10.89223986
AAR2	10.07513926
AARS	10.39640839
AARS2	9.726101149
AARSD1	8.910801391
AASDH	8.736618069
AASDHPPT	9.557577636
AATF	10.50204959
AATK	11.94679018
ABAT	9.814097192
ABCA1	9.617373017
ABCA12	7.21854868
ABCA13	7.729747777
ABCA2	12.56116625
ABCA3	9.383376513
ABCA4	6.871576401
ABCA5	9.550935326
ABCA6	6.822173803
ABCA7	14.03295568
ABCA9	7.131007257
ABCB1	8.12195195
ABCB10	8.653893206
ABCB5	7.315503272
ABCB6	8.219695979
ABCB7	8.877334781
ABCB8	10.09249099
ABCC1	11.09313507
ABCC10	10.26733265
ABCC11	7.150812542
ABCC13	8.835660974
ABCC2	8.229565954
ABCC3	9.101923473
ABCC4	8.450262199
ABCC5	9.607069269
ABCC6	8.753840212
ABCC8	7.315503272
ABCC9	7.936828748
ABCD1	10.19146832
ABCD2	8.68908552
ABCD3	9.078543173
ABCD4	10.12435345
ABCE1	9.837313122
ABCF1	10.4947865
ABCF2	10.27436084
ABCF3	10.81882161
ABCG1	10.40930785
ABCG2	8.30186394
ABHD10	9.22044015
ABHD11	6.729656211
ABHD12	8.642120146
ABHD13	9.536862299
ABHD14A	8.934383382
ABHD14A-ACY1	8.619338447
ABHD14B	11.12337305
ABHD15	9.589083845
ABHD16A	9.133378103
ABHD16B	7.837470224
ABHD2	13.28626595
ABHD3	10.58299711
ABHD4	10.10939192
ABHD5	11.13601372
ABHD6	7.631729126
ABHD8	9.37418924
ABI1	11.81668922
ABI2	9.367328388
ABI3	10.14366563
ABL1	9.605071242
ABLIM1	12.83634958
ABLIM3	8.787521836
ABP1	8.371484434
ABR	12.76179774
ABRACL	10.46551883
ABT1	10.2346138
ABTB1	14.37109704
ABTB2	8.359886456
ACAA1	11.53608059
