Symbol	P12
1-Mar	10.44508325
2-Mar	11.89371772
3-Mar	7.40019794
5-Mar	9.539538075
6-Mar	11.56553389
7-Mar	11.62616114
8-Mar	9.760048685
9-Mar	10.20287892
1-Sep	12.45196031
2-Sep	12.40420374
5-Sep	9.691859691
6-Sep	12.26117806
7-Sep	11.71424181
8-Sep	7.14151119
9-Sep	14.23323318
10-Sep	6.79541872
11-Sep	9.027132165
14-Sep	7.508908611
15-Sep	12.3203771
A1BG	8.006816075
AAAS	10.40474196
AACS	8.737669265
AADAT	8.838523315
AAED1	8.262414294
AAGAB	10.14440462
AAK1	11.14189949
AAMP	11.47289511
AAR2	10.44284524
AARS	10.84290221
AARS2	9.627596756
AARSD1	9.139322337
AASDH	8.116480847
AASDHPPT	8.88844355
AATF	11.52628381
AATK	12.13260013
ABAT	9.755010973
ABCA1	10.35721191
ABCA12	7.427474853
ABCA13	8.228021831
ABCA2	11.7308523
ABCA3	9.263855777
ABCA4	7.300588375
ABCA5	8.943054357
ABCA6	7.241039624
ABCA7	14.05193254
ABCA9	7.176868124
ABCB1	7.633796482
ABCB10	7.945295201
ABCB5	7.363297396
ABCB6	8.4141243
ABCB7	9.290914996
ABCB8	10.12062337
ABCC1	10.45339823
ABCC10	9.499461975
ABCC11	7.10013552
ABCC13	6.631233316
ABCC2	8.090111064
ABCC3	8.727600747
ABCC4	8.436643815
ABCC5	9.127513215
ABCC6	9.663052866
ABCC8	7.38656441
ABCC9	7.942396022
ABCD1	10.68174746
ABCD2	7.487014209
ABCD3	8.875373679
ABCD4	9.839930002
ABCE1	9.705223325
ABCF1	11.0489056
ABCF2	10.6023202
ABCF3	11.02977806
ABCG1	10.70636217
ABCG2	7.74927233
ABHD10	9.550571835
ABHD11	6.908129309
ABHD12	9.520549725
ABHD13	9.324194677
ABHD14A	8.894951779
ABHD14A-ACY1	8.692144227
ABHD14B	11.61266868
ABHD15	9.299519391
ABHD16A	9.353770259
ABHD16B	7.979520743
ABHD2	12.83101481
ABHD3	9.861196854
ABHD4	10.94727377
ABHD5	11.59209677
ABHD6	7.945295201
ABHD8	9.522995356
ABI1	11.42129193
ABI2	8.915702959
ABI3	10.72812162
ABL1	9.36048903
ABLIM1	12.21944767
ABLIM3	8.028010983
ABP1	3.686299929
ABR	12.41527192
ABRACL	10.09249099
ABT1	10.68594585
ABTB1	14.92344192
ABTB2	6.651000913
ACAA1	12.07668918
ACAA2	10.44024798
ACACA	9.563186043
ACACB	9.497807323
ACAD10	10.18241524
ACAD11	8.622457745
ACAD8	10.14917396
ACAD9	9.88386265
ACADM	9.03929315
ACADS	9.450536204
ACADSB	9.096919735
ACADVL	12.7524882
