Symbol	P47
1-Mar	9.940569243
2-Mar	13.27984129
3-Mar	7.542955493
5-Mar	9.930572365
6-Mar	11.51131371
7-Mar	11.18223719
8-Mar	12.28105606
9-Mar	8.923423127
1-Sep	11.60910974
2-Sep	12.14072436
5-Sep	11.02790647
6-Sep	11.64085091
7-Sep	11.39954038
8-Sep	7.065944595
9-Sep	13.82256359
10-Sep	7.524431558
11-Sep	9.47968105
14-Sep	6.772481447
15-Sep	11.79044201
A1BG	7.193347244
AAAS	10.47081053
AACS	8.820747439
AADAT	9.461158551
AAED1	9.062913349
AAGAB	10.31319334
AAK1	10.75779409
AAMP	11.40112455
AAR2	10.52634482
AARS	10.35510261
AARS2	9.38465999
AARSD1	9.146278232
AASDH	7.342022568
AASDHPPT	8.432678783
AATF	11.40257727
AATK	13.00551269
ABAT	11.26024279
ABCA1	9.774812142
ABCA12	8.014666595
ABCA13	8.536301464
ABCA2	12.5998873
ABCA3	9.334870633
ABCA4	7.968337491
ABCA5	8.705945801
ABCA6	7.809306836
ABCA7	14.6289233
ABCA9	7.241499511
ABCB1	7.827904279
ABCB10	7.737940637
ABCB5	7.574845626
ABCB6	8.888151686
ABCB7	9.023799317
ABCB8	10.06119333
ABCC1	10.57380302
ABCC10	9.885538831
ABCC11	7.952489624
ABCC13	9.624983796
ABCC2	8.15303844
ABCC3	11.39954038
ABCC4	8.757500647
ABCC5	9.824747257
ABCC6	10.09066708
ABCC8	7.721150921
ABCC9	7.969416765
ABCD1	11.02295045
ABCD2	6.629028168
ABCD3	8.277554808
ABCD4	9.676883792
ABCE1	8.721017657
ABCF1	11.1252956
ABCF2	10.11678931
ABCF3	10.83390292
ABCG1	10.26974088
ABCG2	9.309593632
ABHD10	8.221611361
ABHD11	7.387427033
ABHD12	9.462915141
ABHD13	8.625334838
ABHD14A	8.140193195
ABHD14A-ACY1	8.547969442
ABHD14B	10.83540846
ABHD15	9.27741596
ABHD16A	9.975763859
ABHD16B	8.302838486
ABHD2	13.23624397
ABHD3	9.484150896
ABHD4	11.6235087
ABHD5	11.6156644
ABHD6	7.681635412
ABHD8	10.40524793
ABI1	11.29890757
ABI2	8.87021637
ABI3	11.45076869
ABL1	9.689680676
ABLIM1	10.77723764
ABLIM3	10.39004346
ABP1	4.500164614
ABR	13.1556222
ABRACL	10.24208105
ABT1	10.52483552
ABTB1	15.20900214
ABTB2	7.984758493
ACAA1	12.51707474
ACAA2	10.90635714
ACACA	9.649339112
ACACB	9.05711151
ACAD10	10.37769891
ACAD11	8.251009964
ACAD8	10.15760086
ACAD9	9.825769745
ACADM	8.787191962
ACADS	9.494785587
ACADSB	8.505412108
ACADVL	13.35271428
ACAP1	14.14532246
ACAP2	11.65024015
ACAP3	11.78832514
ACAT1	8.421684341
ACAT2	8.829842186
ACBD3	9.062913349
ACBD4	9.105485521
ACBD5	9.362879009
ACBD6	8.750168001
ACCS	8.726904204
ACD	10.1338045
ACE	7.193347244
ACER3	9.484150896
ACIN1	12.73677108
ACLY	11.47197036
ACN9	8.316202836
ACO1	8.791591106
ACO2	11.36581807
ACOT1	8.000992802
ACOT11	7.407678602
ACOT13	9.085864122
ACOT7	8.704779375
ACOT8	9.677925625
ACOT9	10.9809283
ACOX1	12.45336526
ACOX3	8.930784527
ACOXL	8.251009964
ACP1	10.55892944
ACP2	9.959355929
ACP5	11.57759626
ACP6	8.014666595
ACPL2	7.662235715
ACPP	9.237309968
ACRBP	11.17497481
ACRC	7.307747059
ACSF2	9.313504354
ACSF3	9.97879151
ACSL1	15.08898223
ACSL3	9.827880726
ACSL4	10.34166025
ACSL5	11.34149041
ACSL6	9.351671206
ACSM3	6.801985266
ACSS1	10.86980466
ACSS2	11.13227668
ACTA2	9.880098
ACTB	17.8185021
ACTG1	15.12691127
ACTG2	10.22372609
ACTL6A	9.379293619
ACTN1	13.91138749
ACTN2	6.993735187
ACTN4	13.44962952
ACTR10	10.46480363
ACTR1A	12.87101499
ACTR1B	10.6758297
ACTR2	13.22750636
ACTR3	13.36545768
ACTR3B	7.708672219
ACTR5	8.730596053
ACTR6	7.60991438
ACTR8	9.161237815
ACVR1	8.749380408
ACVR1B	10.22107482
ACVR2A	7.193347244
ACY1	7.827904279
ADA	10.2726951
ADAL	7.307747059
ADAM10	10.56621491
ADAM15	11.79450409
ADAM17	10.62969669
ADAM19	12.39440918
ADAM22	8.115151905
ADAM23	7.559165835
ADAM28	8.027724698
ADAM3A	7.681635412
ADAM8	14.44223606
ADAM9	9.294653521
ADAMTS10	9.353855613
ADAMTS12	7.703751686
ADAMTS13	7.263858291
ADAMTS2	6.947605876
ADAMTSL2	9.191344702
ADAMTSL4	12.1538751
ADAMTSL5	7.775121714
ADAP1	12.99937941
ADAP2	10.4544451
ADAR	14.70075037
ADARB1	7.936752297
ADAT1	9.246787442
ADAT2	7.952489624
ADCK1	9.508402812
ADCK2	9.666912094
ADCK3	11.33474171
ADCK4	11.1011324
ADCK5	8.782792817
ADCY10P1	8.896966617
ADCY3	9.89588186
ADCY4	10.17728633
ADCY7	12.03385668
ADCY9	8.560069287
ADD1	13.49421657
ADD2	7.992875647
ADD3	10.64189567
ADGB	9.168127599
ADH1C	8.421684341
ADH5	9.762093402
ADHFE1	7.263858291
ADI1	10.94282939
ADIPOR1	15.62984361
ADIPOR2	11.14009543
ADK	8.408145416
ADM	11.34484083
ADNP	10.12656189
ADNP2	8.166279719
ADO	8.977778931
