Symbol	P53
1-Mar	10.85567165
2-Mar	12.10766357
3-Mar	5.586084976
5-Mar	10.66063896
6-Mar	12.00850955
7-Mar	12.82203981
8-Mar	11.11807236
9-Mar	9.054319165
1-Sep	11.25550355
2-Sep	12.48647612
5-Sep	10.73817066
6-Sep	11.3564488
7-Sep	12.35527019
8-Sep	7.352886119
9-Sep	13.73772864
10-Sep	7.372380051
11-Sep	9.34520692
14-Sep	9.804910524
15-Sep	12.10167343
A1BG	6.59714082
AAAS	9.596674296
AACS	8.399972224
AADAT	8.47696466
AAED1	9.244138575
AAGAB	9.853687292
AAK1	11.50286858
AAMP	10.72902296
AAR2	10.0174229
AARS	9.804910524
AARS2	9.236880336
AARSD1	8.123177228
AASDH	8.259892949
AASDHPPT	9.420532657
AATF	10.69699728
AATK	12.86461833
ABAT	11.48040896
ABCA1	11.55538284
ABCA12	7.858385949
ABCA13	8.190168512
ABCA2	12.47226533
ABCA3	9.09871508
ABCA4	8.078009517
ABCA5	9.895224902
ABCA6	7.781312388
ABCA7	14.22335215
ABCA9	7.619003062
ABCB1	7.300265448
ABCB10	8.790652228
ABCB5	7.837383885
ABCB6	8.208303215
ABCB7	8.769834233
ABCB8	9.442609057
ABCC1	10.92163537
ABCC10	9.722731849
ABCC11	8.208303215
ABCC13	5.920028806
ABCC2	8.430207696
ABCC3	9.853687292
ABCC4	9.497708383
ABCC5	10.34456077
ABCC6	10.00566885
ABCC8	7.368012083
ABCC9	8.140797939
ABCD1	10.54615207
ABCD2	8.038031132
ABCD3	8.83036926
ABCD4	9.803153841
ABCE1	9.416805187
ABCF1	10.99854762
ABCF2	9.612653185
ABCF3	10.21755155
ABCG1	11.42056801
ABCG2	8.058183154
ABHD10	8.885177316
ABHD11	6.618100268
ABHD12	8.812839639
ABHD13	9.902497395
ABHD14A	8.029035434
ABHD14A-ACY1	7.758711972
ABHD14B	10.60258323
ABHD15	9.413077718
ABHD16A	9.608241138
ABHD16B	7.825285749
ABHD2	13.50336503
ABHD3	11.20897311
ABHD4	11.41944012
ABHD5	12.37052549
ABHD6	7.945377954
ABHD8	9.094039653
ABI1	12.24247144
ABI2	8.939032005
ABI3	10.43611206
ABL1	9.221926864
ABLIM1	11.41190285
ABLIM3	9.466886055
ABP1	6.344516079
ABR	12.85401017
ABRACL	10.31104926
ABT1	10.30940321
ABTB1	15.37602452
ABTB2	8.306018696
ACAA1	11.97944746
ACAA2	9.747779671
ACACA	9.645399063
ACACB	9.794044877
ACAD10	10.18366769
ACAD11	9.00054973
ACAD8	10.00839261
ACAD9	9.091869212
ACADM	8.957602048
ACADS	8.639874427
ACADSB	9.372252861
ACADVL	12.30387282
ACAP1	13.01875566
ACAP2	13.13716653
ACAP3	11.07232792
ACAT1	8.517094926
ACAT2	8.46515016
ACBD3	9.773150242
ACBD4	8.701641686
ACBD5	9.658210548
ACBD6	8.368862879
ACCS	8.599544956
ACD	9.642702185
ACE	7.286766791
ACER3	9.699712398
ACIN1	12.78686362
ACLY	11.53666256
ACN9	7.695991497
ACO1	8.392172514
ACO2	10.58442673
ACOT1	7.619003062
ACOT11	7.44337144
ACOT13	9.736177328
ACOT7	7.510000101
ACOT8	9.365632151
ACOT9	10.89068563
ACOX1	13.21140466
ACOX3	8.317022344
ACOXL	8.510834107
ACP1	10.01345073
ACP2	8.890233276
ACP5	9.708927275
ACP6	7.781312388
ACPL2	8.958858697
ACPP	9.644343662
ACRBP	9.951607317
ACRC	7.286766791
ACSF2	8.04798122
ACSF3	9.498192143
ACSL1	16.05000509
ACSL3	10.39336655
ACSL4	11.93875784
ACSL5	10.83379351
ACSL6	8.83036926
ACSM3	7.368012083
ACSS1	10.31163793
ACSS2	10.80898289
ACTA2	10.02123714
ACTB	18.37220621
ACTG1	15.03346047
ACTG2	9.900052388
ACTL6A	9.148279714
ACTN1	14.32737087
ACTN2	6.577453712
ACTN4	12.98349575
ACTR10	10.78592348
ACTR1A	12.33411649
ACTR1B	10.71146351
ACTR2	14.42965417
ACTR3	13.95642302
ACTR3B	7.542026221
ACTR5	8.399972224
ACTR6	7.695991497
ACTR8	9.156510929
ACVR1	9.190992826
ACVR1B	10.54615207
ACVR2A	8.190168512
ACY1	6.42182589
ADA	8.83036926
ADAL	7.395408843
ADAM10	11.86384347
ADAM15	11.37612858
ADAM17	11.1896873
ADAM19	12.82711276
ADAM22	7.729690367
ADAM23	7.781312388
ADAM28	7.722498141
