Symbol	P49
1-Mar	11.35906767
2-Mar	12.54199117
3-Mar	7.001719782
5-Mar	9.718214901
6-Mar	11.37257159
7-Mar	11.40194171
8-Mar	10.20872375
9-Mar	9.434382056
1-Sep	12.20739707
2-Sep	12.71219875
5-Sep	9.918982073
6-Sep	11.82300654
7-Sep	11.80557607
8-Sep	7.395926666
9-Sep	14.76786523
10-Sep	7.927233008
11-Sep	9.430445527
14-Sep	7.301490887
15-Sep	12.16762531
A1BG	7.364061789
AAAS	10.18221473
AACS	8.735746051
AADAT	8.69327279
AAED1	8.60493846
AAGAB	10.28217742
AAK1	10.95482937
AAMP	11.79755394
AAR2	10.81182964
AARS	10.54547338
AARS2	9.55235071
AARSD1	9.271186869
AASDH	8.011007615
AASDHPPT	9.422297994
AATF	11.03952872
AATK	11.58146587
ABAT	9.841387839
ABCA1	9.569822355
ABCA12	7.422590491
ABCA13	7.603213371
ABCA2	12.13907137
ABCA3	9.588286185
ABCA4	7.168360475
ABCA5	8.859832723
ABCA6	7.627724693
ABCA7	13.77353562
ABCA9	7.33434615
ABCB1	8.027695524
ABCB10	8.60493846
ABCB5	7.198082793
ABCB6	8.027695524
ABCB7	9.225967464
ABCB8	10.0606806
ABCC1	10.7620147
ABCC10	9.938665277
ABCC11	7.33434615
ABCC13	6.445361856
ABCC2	7.712444411
ABCC3	10.00626437
ABCC4	8.265541202
ABCC5	8.893128864
ABCC6	8.60493846
ABCC8	7.512403175
ABCC9	7.778577368
ABCD1	10.95648494
ABCD2	7.283766434
ABCD3	9.166400267
ABCD4	9.934011027
ABCE1	9.680099145
ABCF1	10.79879563
ABCF2	10.45758554
ABCF3	10.9650526
ABCG1	9.586786992
ABCG2	8.282360513
ABHD10	9.439860128
ABHD11	7.408412686
ABHD12	9.702388097
ABHD13	9.120297074
ABHD14A	8.637565903
ABHD14A-ACY1	8.844741381
ABHD14B	11.45111707
ABHD15	9.786481957
ABHD16A	9.125668682
ABHD16B	8.344440707
ABHD2	12.77950792
ABHD3	10.01722676
ABHD4	10.75078602
ABHD5	11.0409189
ABHD6	8.664658274
ABHD8	9.770162619
ABI1	11.4722384
ABI2	8.766868304
ABI3	12.60409437
ABL1	9.760786364
ABLIM1	11.1886906
ABLIM3	8.881877831
ABP1	7.447450502
ABR	12.79976471
ABRACL	10.71424217
ABT1	10.65661849
ABTB1	14.6623306
ABTB2	6.967485227
ACAA1	12.19777089
ACAA2	11.08890781
ACACA	9.639964325
ACACB	9.485764668
ACAD10	10.13266373
ACAD11	8.996547734
ACAD8	10.19765036
ACAD9	9.983335094
ACADM	9.106291214
ACADS	9.598848303
ACADSB	8.521508763
ACADVL	13.3347382
ACAP1	13.56566655
ACAP2	11.77806537
ACAP3	11.65657004
ACAT1	9.013720713
ACAT2	8.798555315
ACBD3	9.50286474
ACBD4	9.031965355
ACBD5	9.308516108
ACBD6	8.996547734
ACCS	9.119335947
ACD	9.860305155
ACE	7.451396895
ACER3	9.364812532
ACIN1	12.70565006
ACLY	11.718544
ACN9	8.019926352
ACO1	8.881877831
ACO2	11.36514137
ACOT1	6.646870914
ACOT11	7.627724693
ACOT13	9.184531527
ACOT7	8.254133913
ACOT8	9.61145441
ACOT9	10.92569885
ACOX1	11.85588114
ACOX3	8.792039584
ACOXL	8.70205011
ACP1	10.34239986
ACP2	9.812087672
ACP5	10.49294406
ACP6	7.183630365
ACPL2	7.638349703
ACPP	8.603105956
ACRBP	10.5033018
ACRC	7.183630365
ACSF2	8.959256912
ACSF3	10.24315212
ACSL1	14.89833725
ACSL3	9.640322663
ACSL4	10.922141
ACSL5	11.61190508
ACSL6	8.272660913
ACSM3	7.019882136
ACSS1	10.87597624
ACSS2	11.0409189
ACTA2	9.658640361
ACTB	18.0530451
ACTG1	15.55806499
ACTG2	9.762416381
